Tm,Salary,Cap Hit,Player
CAR,"5,850,000","5,250,000",Nino Niederreiter
CGY,"5,850,000","5,350,000",Mikael Backlund
ANA,"5,825,000","5,825,000",Adam Henrique
ARI,"5,800,000","5,475,000",Alex Goligoski
VAN,"5,775,000","5,500,000",Bo Horvat
FLA,"5,750,000","6,350,000",Keith Yandle
NJD,"5,750,000","5,750,000",Travis Zajac
PHI,"5,750,000","5,750,000",Matt Niskanen
EDM,"5,750,000","5,750,000",James Neal
STL,"5,750,000","5,350,000",Jaden Schwartz
FLA,"5,650,000","5,187,500",Mike Hoffman
STL,"5,525,000","5,500,000",Colton Parayko
TBL,"5,500,000","5,000,000",Tyler Johnson
MTL,"5,500,000","5,500,000",Jonathan Drouin
DET,"5,500,000","5,000,000",Danny DeKeyser
DET,"5,500,000","5,250,000",Frans Nielsen
CBJ,"5,500,000","5,500,000",Nick Foligno
CAR,"5,500,000","5,300,000",Jaccob Slavin
LAK,"5,500,000","5,875,000",Dustin Brown
FLA,"5,500,000","5,500,000",Anton Stralman
DAL,"5,500,000","4,916,666",Ben Bishop
STL,"5,500,000","5,750,000","Steen, Alexander"
MIN,"5,500,000","5,187,500",Jared Spurgeon
BUF,"5,400,000","5,400,000",Rasmus Ristolainen
CBJ,"5,400,000","5,400,000",Seth Jones
NYR,"5,400,000","5,250,000",Brady Skjei
CBJ,"5,350,000","4,900,000",Alexander Wennberg
NYR,"5,350,000","5,350,000",Mika Zibanejad
TBL,"5,300,000","5,300,000",Ondrej Palat
PIT,"5,300,000","5,300,000",Patric Hornqvist
FLA,"5,250,000","4,750,000",Vincent Trocheck
DET,"5,250,000","5,375,000",Mike Green
STL,"5,250,000","5,000,000",Tyler Bozak
PHI,"5,250,000","4,500,000",Shayne Gostisbehere
TBL,"5,250,000","6,750,000",Brayden Point
CGY,"5,250,000","5,250,000",Milan Lucic
VAN,"5,250,000","4,450,000","Tanev, Christopher"
ANA,"5,250,000","5,250,000",Jakob Silfverberg
ANA,"5,250,000","5,205,556",Hampus Lindholm
EDM,"5,200,000","4,500,000",Mikko Koskinen
VEG,"5,200,000","5,200,000",Shea Theodore
STL,"5,200,000","4,350,000",Jake Allen
STL,"5,151,725","4,150,000",Justin Faulk
NJD,"5,000,000","4,500,000",Nikita Gusev
TOR,"5,000,000","3,500,000",Alexander Kerfoot
CBJ,"5,000,000","4,250,000",David Savard
BOS,"5,000,000","5,250,000",Torey Krug
CHI,"5,000,000","5,000,000",Robin Lehner
NJD,"5,000,000","4,650,000",Kyle Palmieri
CGY,"5,000,000","7,000,000",Matthew Tkachuk
NJD,"5,000,000","5,000,000",Andy Greene
CHI,"5,000,000","6,000,000",Corey Crawford
NJD,"5,000,000","5,000,000",Wayne Simmonds
DAL,"5,000,000","4,250,000",John Klingberg
VEG,"5,000,000","5,000,000",Reilly Smith
WSH,"5,000,000","6,100,000",Braden Holtby
ARI,"5,000,000","6,500,000",Derek Stepan
BUF,"5,000,000","4,500,000",Marcus Johansson
ARI,"5,000,000","4,250,000",Antti Raanta
TOR,"5,000,000","5,000,000",Frederik Andersen
VAN,"5,000,000","6,000,000",Loui Eriksson
MIN,"5,000,000","5,500,000",Mikko Koivu
TOR,"5,000,000","5,000,000",Morgan Rielly
NYR,"5,000,000","5,700,000",Marc Staal
TOR,"5,000,000","3,400,000",Andreas Johnsson
MIN,"5,000,000","6,000,000",Mats Zuccarello
MTL,"4,981,132","4,800,000",Tomas Tatar
CGY,"4,950,000","4,950,000",Noah Hanifin
COL,"4,900,000","3,900,000",Joonas Donskoi
CGY,"4,875,000","3,857,143",Travis Hamonic
CGY,"4,838,000","4,650,400","Brodie, TJ"
LAK,"4,800,000","4,600,000",Tyler Toffoli
DET,"4,750,000","4,250,000",Justin Abdelkader
NSH,"4,750,000","4,250,000",Craig Smith
STL,"4,750,000","4,000,000",David Perron
COL,"4,750,000","4,250,000",Ian Cole
MIN,"4,750,000","4,166,667",Jonas Brodin
BUF,"4,750,000","4,000,000",Marco Scandella
CHI,"4,700,000","4,550,000",Calvin de Haan
NJD,"4,675,000","4,166,666",Damon Severson
STL,"4,550,000","4,400,000",Jordan Binnington
NYR,"4,525,000","4,350,000",Brendan Smith
VAN,"4,500,000","4,375,000",Brandon Sutter
COL,"4,500,000","4,500,000",Nazem Kadri
EDM,"4,500,000","4,167,000",Oscar Klefbom
OTT,"4,500,000","4,500,000",Nikita Zaitsev
NJD,"4,500,000","4,875,000",Sami Vatanen
CBJ,"4,500,000","4,600,000",Ryan Murray
TOR,"4,500,000","4,500,000",Cody Ceci
STL,"4,500,000","5,125,000",Brayden Schenn
VAN,"4,500,000","3,500,000",Micheal Ferland
PHI,"4,500,000","4,333,333",Sean Couturier
WSH,"4,500,000","5,166,666",Tom Wilson
PIT,"4,500,000","4,000,000",Erik Gudbranson
TOR,"4,450,000","4,000,000",Jake Muzzin
TBL,"4,450,000","4,450,000",Alex Killorn
TOR,"4,400,000","3,200,000",Kasperi Kapanen
BOS,"4,375,000","6,875,000",Patrice Bergeron
WPG,"4,333,333","4,333,333",Dmitry Kulikov
NSH,"4,250,000","4,250,000",Viktor Arvidsson
ANA,"4,250,000","4,100,000",Josh Manson
BOS,"4,250,000","3,200,000",Charlie Coyle
LAK,"4,150,000","4,000,000",Alec Martinez
NSH,"4,100,000","4,100,000",Nick Bonino
CHI,"4,083,300","4,083,333",Olli Maatta
CAR,"4,025,000","4,025,000",Brett Pesce
OTT,"4,000,000","4,750,000",Craig Anderson
DET,"4,000,000","4,000,000",Jimmy Howard
CBJ,"4,000,000","5,000,000","Werenski, Zachary"
PHI,"4,000,000","5,500,000",Travis Konecny
ARI,"4,000,000","4,750,000",Carl Soderberg
NYR,"4,000,000","4,625,000",Chris Kreider
VAN,"4,000,000","5,875,000",Brock Boeser
MIN,"4,000,000","4,000,000",Victor Rask
WPG,"4,000,000","4,125,000",Mathieu Perreault
NSH,"4,000,000","3,750,000",Mattias Ekholm
MTL,"4,000,000","3,400,000",Paul Byron
NSH,"4,000,000","4,000,000",Roman Josi
SJS,"4,000,000","6,000,000",Timo Meier
MTL,"4,000,000","3,750,000",Brendan Gallagher
WSH,"4,000,000","3,500,000",Lars Eller
PIT,"4,000,000","3,250,000",Jack Johnson
TBL,"4,000,000","3,500,000",Andrei Vasilevskiy
CBJ,"4,000,000","3,750,000",Boone Jenner
MTL,"4,000,000","5,500,000",Jeff Petry
BOS,"4,000,000","6,000,000",David Backes
EDM,"4,000,000","4,000,000",Kris Russell
VAN,"4,000,000","3,666,667",Jacob Markstrom
COL,"3,900,000","3,333,333",Philipp Grubauer
SJS,"3,900,000","3,270,000",Brenden Dillon
BUF,"3,875,000","3,875,000",Colin Miller
VEG,"3,850,000","3,850,000",Cody Eakin
VAN,"3,850,000","3,750,000",Tanner Pearson
PHI,"3,800,000","3,800,000",Justin Braun
ANA,"3,800,000","3,789,444",Rickard Rakell
ARI,"3,775,000","3,350,000",Michael Grabner
PIT,"3,750,000","3,750,000",Matt Murray
NYI,"3,750,000","3,350,000",Casey Cizikas
NYI,"3,750,000","3,333,333",Thomas Greiss
BUF,"3,750,000","3,650,000",Sam Reinhart
BOS,"3,700,000","4,900,000",Charlie McAvoy
WSH,"3,700,000","3,350,000",Jakub Vrana
CAR,"3,650,000","4,050,000",Jake Gardiner
FLA,"3,600,000","4,000,000","Dadonov, Evgeni"
MIN,"3,500,000","4,333,333",Devan Dubnyk
MIN,"3,500,000","2,875,000",Marcus Foligno
FLA,"3,500,000","2,733,333",Mark Pysyk
NYI,"3,500,000","3,500,000",Cal Clutterbuck
CHI,"3,500,000","5,538,462",Duncan Keith
MIN,"3,500,000","3,250,000",Eric Staal
FLA,"3,500,000","4,875,000","Matheson, Michael"
WSH,"3,500,000","2,750,000",Carl Hagelin
PIT,"3,500,000","3,500,000",Brandon Tanev
MTL,"3,500,000","3,500,000",Ben Chiarot
FLA,"3,500,000","3,500,000",Brett Connolly
OTT,"3,500,000","3,500,000",Ron Hainsey
NSH,"3,450,000","2,857,143",Colton Sissons
OTT,"3,400,000","3,100,000",Jean-Gabriel Pageau
COL,"3,400,000","3,500,000",J.T. Compher
DET,"3,300,000","3,300,000",Anthony Mantha
CHI,"3,250,000","3,250,000",Zack Smith
ARI,"3,250,000","4,450,000",Christian Dvorak
PHI,"3,250,000","3,250,000",Travis Sanheim
CHI,"3,250,000","3,900,000",Andrew Shaw
CAR,"3,250,000","3,375,000",Ryan Dzingel
COL,"3,250,000","3,250,000",Andre Burakovsky
OTT,"3,250,000","3,250,000",Vladislav Namestnikov
DAL,"3,250,000","3,250,000",Andrew Cogliano
STL,"3,250,000","3,250,000",Jay Bouwmeester
DET,"3,250,000","3,000,000",Jonathan Bernier
NYR,"3,200,000","3,100,000",Ryan Strome
COL,"3,200,000","3,200,000",Nikita Zadorov
EDM,"3,200,000","3,150,000",Sam Gagner
VAN,"3,200,000","3,000,000",Jay Beagle
EDM,"3,200,000","3,200,000",Darnell Nurse
DET,"3,200,000","3,000,000",Patrik Nemeth
WPG,"3,150,000","3,150,000","Morrissey, Joshua"
ARI,"3,150,000","3,937,500",Jason Demers
MTL,"3,150,000","3,150,000",Max Domi
CGY,"3,125,000","3,125,000",Derek Ryan
CAR,"3,100,000","3,400,000",James Reimer
CAR,"3,100,000","3,100,000",Joel Edmundson
BUF,"3,000,000","3,000,000",Conor Sheary
LAK,"3,000,000","5,272,727",Jeff Carter
CAR,"3,000,000","3,125,000",Petr Mrazek
TOR,"3,000,000","2,750,000",Tyson Barrie
BUF,"3,000,000","3,500,000",Vladimir Sobotka
NYR,"3,000,000","3,250,000",Pavel Buchnevich
MTL,"3,000,000","3,083,333",Phillip Danault
CGY,"3,000,000","4,300,000",Michael Frolik
ARI,"3,000,000","5,850,000",Nick Schmaltz
DET,"3,000,000","3,000,000",Valtteri Filppula
DET,"3,000,000","3,000,000",Andreas Athanasiou
OTT,"3,000,000","4,000,000",Mikkel Boedker
DET,"3,000,000","3,850,000",Darren Helm
WSH,"3,000,000","2,500,000",Nick Jensen
OTT,"2,975,000","2,937,500",Chris Tierney
COL,"2,925,000","2,850,000",Matt Calvert
BUF,"2,900,000","2,850,000",Jake McCabe
WPG,"2,850,000","3,000,000",Neal Pionk
BOS,"2,825,000","2,800,000",Danton Heinen
MTL,"2,800,000","2,600,000",Joel Armia
OTT,"2,800,000","2,600,000",Anders Nilsson
VEG,"2,775,000","2,775,000",Ryan Reaves
CGY,"2,750,000","2,750,000",Cam Talbot
CGY,"2,750,000","2,750,000",David Rittich
WPG,"2,750,000","2,916,666",Adam Lowry
CAR,"2,750,000","2,750,000",Erik Haula
CBJ,"2,750,000","2,750,000",Riley Nash
BUF,"2,750,000","2,750,000",Carter Hutton
WSH,"2,700,000","2,500,000",Michal Kempny
NYI,"2,650,000","2,000,000",Ryan Pulock
COL,"2,600,000","2,600,000",Colin Wilson
ARI,"2,600,000","4,600,000",Jakob Chychrun
ANA,"2,600,000","2,600,000",Ondrej Kase
CGY,"2,550,000","2,550,000",Sam Bennett
CBJ,"2,500,000","2,700,000",Markus Nutivaara
DAL,"2,500,000","2,500,000",Anton Khudobin
CBJ,"2,500,000","2,500,000",Oliver Bjorkstrand
CAR,"2,500,000","2,300,000",Trevor van Riemsdyk
FLA,"2,500,000","2,533,333",Frank Vatrano
VEG,"2,500,000","2,500,000",Brayden McNabb
NJD,"2,500,000","2,750,000",Miles Wood
MTL,"2,400,000","2,400,000",Artturi Lehkonen
VAN,"2,400,000","2,000,000",Jordie Benn
ANA,"2,400,000","2,300,000",Devin Shore
DAL,"2,400,000","2,200,000",Radek Faksa
LAK,"2,400,000","2,425,000",Alex Iafallo
BUF,"2,350,000","2,275,000",Jimmy Vesey
VAN,"2,325,000","2,325,000",Troy Stecher
DAL,"2,300,000","2,300,000",Mattias Janmark
PHI,"2,300,000","2,300,000",Scott Laughton
WPG,"2,260,000","2,280,000",Andrew Copp
STL,"2,250,000","2,750,000",Oskar Sundqvist
BOS,"2,250,000","2,750,000",Jaroslav Halak
DET,"2,200,000","3,166,666",Trevor Daley
NSH,"2,200,000","2,000,000",Calle Jarnkrok
BOS,"2,200,000","2,850,000",Brandon Carlo
COL,"2,150,000","1,800,000",Pierre-Edouard Bellemare
EDM,"2,150,000","2,150,000",Alex Chiasson
OTT,"2,100,000","2,100,000",Connor Brown
ARI,"2,100,000","1,850,000",Darcy Kuemper
CBJ,"2,100,000","1,850,000",Josh Anderson
EDM,"2,000,000","1,950,000",Zack Kassian
SJS,"2,000,000","2,000,000",Joe Thornton
WSH,"2,000,000","1,500,000",Garnet Hathaway
SJS,"2,000,000","2,000,000",Melker Karlsson
FLA,"2,000,000","1,666,667",Noel Acciari
EDM,"2,000,000","2,250,000",Brandon Manning
LAK,"2,000,000","2,000,000",Trevor Lewis
PHI,"2,000,000","2,000,000",Brian Elliott
BOS,"2,000,000","2,000,000",Zdeno Chara
BUF,"2,000,000","2,000,000",Evan Rodrigues
EDM,"2,000,000","2,000,000",Mike Smith
EDM,"2,000,000","1,900,000","Benning, Matthew"
COL,"1,975,000","1,975,000","Nieto, Matt"
DAL,"1,962,500","2,137,500",Jamie Oleksiak
MTL,"1,950,000","1,850,000",Brett Kulak
NYR,"1,950,000","1,850,000",Jesper Fast
NYI,"1,925,000","1,600,000",Adam Pelech
MIN,"1,900,000","1,900,000",Ryan Hartman
CAR,"1,900,000","2,100,000",Brock McGinn
VAN,"1,900,000","1,900,000",Tim Schaller
LAK,"1,900,000","1,600,000",Kyle Clifford
PHI,"1,800,000","1,600,000",Michael Raffl
NJD,"1,800,000","1,800,000",Blake Coleman
TBL,"1,800,000","1,700,000",Braydon Coburn
VEG,"1,800,000","2,200,000",Nick Holden
NYI,"1,800,000","2,100,000",Anthony Beauvillier
WSH,"1,750,000","2,345,000",Radko Gudas
MTL,"1,750,000","1,750,000",Keith Kinkaid
STL,"1,750,000","1,750,000",Carl Gunnarsson
NJD,"1,750,000","2,250,000",Pavel Zacha
TBL,"1,750,000","1,750,000",Kevin Shattenkirk
CGY,"1,750,000","1,675,000",Mark Jankowski
NYI,"1,750,000","2,500,000",Matt Martin
DET,"1,700,000","1,800,000",Luke Glendening
OTT,"1,650,000","1,650,000",Anthony Duclair
TBL,"1,650,000","1,650,000",Cedric Paquette
MIN,"1,650,000","1,900,000",Ryan Donato
FLA,"1,600,000","1,600,000",MacKenzie Weegar
SJS,"1,600,000","1,900,000",Aaron Dell
BUF,"1,600,000","1,600,000",Zemgus Girgensons
CBJ,"1,600,000","1,633,333",Scott Harrington
BUF,"1,550,000","1,550,000",Johan Larsson
VAN,"1,500,000","1,250,000",Jake Virtanen
SJS,"1,500,000","1,500,000",Marcus Sorensen
DAL,"1,500,000","1,500,000",Andrej Sekera
VAN,"1,500,000","1,500,000",Josh Leivo
DAL,"1,500,000","1,500,000",Corey Perry
STL,"1,500,000","1,500,000","Sanford, Zachary"
LAK,"1,500,000","1,500,000",Ben Hutton
MTL,"1,500,000","1,500,000",Mike Reilly
ARI,"1,500,000","1,500,000",Vinnie Hinostroza
NSH,"1,500,000","1,500,000",Juuse Saros
CHI,"1,500,000","1,500,000",Drake Caggiula
NJD,"1,500,000","1,500,000",Connor Carrick
VEG,"1,475,000","1,375,000","Merrill, Jon"
BOS,"1,475,000","1,275,000",Sean Kuraly
COL,"1,450,000","1,450,000",Mark Barberio
DET,"1,400,000","1,400,000",Tyler Bertuzzi
ANA,"1,400,000","1,498,925",Nick Ritchie
DAL,"1,400,000","1,500,000",Jason Dickinson
ARI,"1,400,000","1,250,000",Brad Richardson
BOS,"1,400,000","1,400,000",Matt Grzelcyk
NJD,"1,400,000","1,400,000",Mirco Mueller
CHI,"1,400,000","1,200,000",Erik Gustafsson
STL,"1,400,000","1,475,000",Ivan Barbashev
STL,"1,375,000","1,375,000",Robert Bortuzzo
BUF,"1,325,000","1,325,000",Linus Ullmark
PHI,"1,300,000","1,150,000",Robert Hagg
EDM,"1,300,000","1,300,000",Markus Granlund
TBL,"1,300,000","1,300,000",Jan Rutta
TBL,"1,300,000","1,300,000",Curtis McElhinney
MTL,"1,300,000","1,400,000",Jordan Weal
BOS,"1,250,000","1,250,000",Chris Wagner
PIT,"1,250,000","1,250,000",Jared McCann
LAK,"1,250,000","2,000,000",Adrian Kempe
CGY,"1,250,000","1,250,000",Austin Czarnik
WPG,"1,225,000","1,225,000",Laurent Brossoit
NSH,"1,200,000","1,100,000",Austin Watson
FLA,"1,200,000","1,200,000",Colton Sceviour
NYI,"1,200,000","1,200,000",Derick Brassard
OTT,"1,200,000","1,200,000",Mark Borowiecki
NYI,"1,200,000","1,450,000",Scott Mayfield
CBJ,"1,150,000","1,150,000",Joonas Korpisalo
ANA,"1,125,000","1,125,000",Ryan Miller
BOS,"1,100,000","1,000,000",Joakim Nordstrom
EDM,"1,100,000","1,200,000",Jujhar Khaira
WSH,"1,050,000","1,050,000",Chandler Stephenson
BOS,"1,000,000","1,000,000",Brett Ritchie
NSH,"1,000,000","1,000,000",Rocco Grimaldi
PIT,"1,000,000","1,000,000",Zach Aston-Reese
NSH,"1,000,000","1,250,000",Dan Hamhuis
PHI,"1,000,000","1,000,000",Tyler Pitlick
NYI,"1,000,000","1,000,000",Ross Johnston
EDM,"1,000,000","1,000,000",Joel Persson
MTL,"1,000,000","1,000,000",Nick Cousins
CHI,"1,000,000","1,000,000",David Kampf
MTL,"1,000,000","1,000,000",Nate Thompson
DET,"1,000,000","1,000,000",Madison Bowey
CHI,"1,000,000","1,000,000",Ryan Carpenter
EDM,"1,000,000","1,000,000",Josh Archibald
ARI,"1,000,000","1,533,333",Lawson Crouse
SJS,"1,000,000","925,000",Barclay Goodrow
VEG,"1,000,000","1,000,000",Tomas Nosek
SJS,"1,000,000","1,000,000",Kevin Labanc
ANA,"1,000,000","1,133,333",Carter Rowney
VAN,"975,000","975,000",Tyler Motte
SJS,"960,000","960,000",Tim Heed
COL,"950,000","950,000",Pavel Francouz
DET,"950,000","900,000",Jacob de La Rose
ANA,"950,000","950,000",Nicolas Deslauriers
FLA,"940,000","940,000",Brian Boyle
SJS,"925,000","925,000",Mario Ferraro
CAR,"925,000","925,000",Andrei Svechnikov
CBJ,"925,000","897,500",Alexandre Texier
NYR,"925,000","925,000",Adam Fox
PHI,"925,000","925,000",Oskar Lindblom
WPG,"925,000","925,000",Ville Heinola
ARI,"925,000","894,167",Barrett Hayton
NJD,"925,000","925,000",Jesper Boqvist
BUF,"925,000","925,000",Henri Jokiharju
PIT,"925,000","925,000",Dominik Kahun
LAK,"925,000","925,000",Blake Lizotte
MTL,"925,000","863,333",Nick Suzuki
CHI,"925,000","925,000",Dominik Kubalík
CBJ,"925,000","925,000",Emil Bemstrom
NYR,"925,000","925,000",Anthony DeAngelo
NSH,"925,000","925,000",Dante Fabbro
LAK,"925,000","925,000","Prokhorkin, Nikolai"
PHI,"925,000","925,000",Joel Farabee
BUF,"925,000","925,000",Casey Mittelstadt
NJD,"925,000","925,000",Nico Hischier
WSH,"925,000","925,000",Ilya Samsonov
NYI,"925,000","925,000",Oliver Wahlstrom
BUF,"925,000","925,000",Rasmus Dahlin
MTL,"925,000","925,000",Jesperi Kotkaniemi
CHI,"925,000","925,000",Kirby Dach
NJD,"925,000","925,000",Jack Hughes
OTT,"925,000","863,333",Erik Brannstrom
NYR,"925,000","894,166",Lias Andersson
CHI,"925,000","925,000",Slater Koekkoek
DET,"925,000","894,166",Dennis Cholowski
MIN,"925,000","916,666",Jordan Greenway
VAN,"925,000","916,667","Hughes, Quintin"
TOR,"925,000","925,000",Ilya Mikheyev
VEG,"925,000","863,333",Cody Glass
STL,"925,000","894,166",Robert Thomas
PIT,"925,000","925,000",John Marino
NYR,"925,000","925,000",Brendan Lemieux
ANA,"925,000","925,000",Troy Terry
CHI,"925,000","925,000",Dennis Gilbert
CBJ,"925,000","925,000",Vladislav Gavrikov
MIN,"925,000","925,000",Luke Kunin
VAN,"925,000","925,000",Elias Pettersson
NYI,"925,000","894,167",Noah Dobson
NYR,"925,000","925,000",Kaapo Kakko
BOS,"925,000","925,000",Anders Bjork
COL,"925,000","880,833",Cale Makar
OTT,"925,000","925,000",Brady Tkachuk
DAL,"925,000","811,667",Roope Hintz
CAR,"925,000","863,333",Martin Necas
DET,"925,000","925,000",Taro Hirose
NYR,"925,000","833,333",Libor Hajek
DAL,"925,000","894,166",Miro Heiskanen
MIN,"905,000","785,000",Alex Stalock
EDM,"900,000","900,000",Riley Sheahan
OTT,"900,000","900,000",Dylan DeMelo
TBL,"900,000","900,000","Maroon, Patrick"
VAN,"900,000","1,050,000",Thatcher Demko
STL,"900,000","900,000",Robby Fabbri
ARI,"874,125","874,125",Ilya Lyubushkin
CHI,"874,125","874,125",Brendan Perlini
FLA,"874,125","874,125",Jayce Hawryluk
CBJ,"874,125","874,125",Elvis Merzlikins
PIT,"874,125","874,125",Marcus Pettersson
CBJ,"874,125","874,125",Sonny Milano
NYI,"850,000","850,000",Tom Kuhnhackl
STL,"850,000","850,000","Blais, Samuel"
PIT,"850,000","850,000",Juuso Riikola
ANA,"850,000","850,000",Korbinian Holzer
BOS,"850,000","850,000",Par Lindholm
CAR,"850,000","850,000",Haydn Fleury
COL,"850,000","850,000",Valeri Nichushkin
VEG,"850,000","850,000",Malcolm Subban
WPG,"832,500","894,166",Jack Roslovic
DAL,"832,500","894,166",Denis Gurianov
NYI,"832,500","863,333",Mathew Barzal
